epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,4813.6,0.49423,0.43249,1.03807,0.91382,0.78799,0.86856,0.73222,0.58503,0.5362,1.11784,0.000297226,0.000297226,0.000297226
85,4870.82,0.4933,0.43121,1.03962,0.9095,0.78958,0.86318,0.73413,0.58321,0.52589,1.12098,0.000280723,0.000280723,0.000280723
86,4928.26,0.47406,0.42545,1.0278,0.90284,0.79666,0.8698,0.73468,0.58749,0.54079,1.12215,0.00026422,0.00026422,0.00026422
87,4985.54,0.48003,0.41843,1.0262,0.89722,0.79452,0.86141,0.7342,0.58162,0.54897,1.12737,0.000247716,0.000247716,0.000247716
88,5042.72,0.466,0.41292,1.02191,0.8813,0.80734,0.86478,0.732,0.58087,0.54351,1.13203,0.000231213,0.000231213,0.000231213
89,5099.92,0.47312,0.41165,1.02203,0.90785,0.78655,0.86371,0.73069,0.57583,0.55139,1.122,0.00021471,0.00021471,0.00021471
90,5157.05,0.46421,0.40741,1.02387,0.89036,0.80375,0.86391,0.73488,0.57579,0.54499,1.12326,0.000198206,0.000198206,0.000198206
91,5240.6,0.31855,0.24073,0.88579,0.91467,0.79183,0.86388,0.73657,0.56846,0.54132,1.12373,0.000181703,0.000181703,0.000181703
92,5297.99,0.31136,0.23319,0.88001,0.89637,0.79936,0.86081,0.73386,0.57064,0.54378,1.13164,0.0001652,0.0001652,0.0001652
93,5355.24,0.31055,0.22668,0.87793,0.91691,0.78991,0.86259,0.73386,0.57138,0.54903,1.13422,0.000148696,0.000148696,0.000148696
94,5412.51,0.30303,0.22382,0.87113,0.90947,0.78402,0.85997,0.73645,0.57172,0.54651,1.13632,0.000132193,0.000132193,0.000132193
95,5469.62,0.30094,0.2228,0.87407,0.91953,0.77551,0.86141,0.73734,0.57204,0.54815,1.12999,0.00011569,0.00011569,0.00011569
96,5526.95,0.29387,0.21683,0.86966,0.92801,0.77274,0.85309,0.7314,0.56947,0.5634,1.12564,9.91865e-05,9.91865e-05,9.91865e-05
97,5584.21,0.30138,0.21795,0.87134,0.89566,0.7912,0.85536,0.7297,0.56499,0.56498,1.12567,8.26832e-05,8.26832e-05,8.26832e-05
98,5641.35,0.28369,0.21076,0.863,0.91259,0.78605,0.85638,0.73141,0.56936,0.56475,1.13594,6.61799e-05,6.61799e-05,6.61799e-05
99,5698.62,0.28603,0.21099,0.86251,0.92593,0.77735,0.85468,0.73002,0.5707,0.55879,1.14239,4.96766e-05,4.96766e-05,4.96766e-05
100,5755.85,0.29158,0.21069,0.86595,0.92112,0.77893,0.8562,0.73092,0.56645,0.56588,1.13555,3.31733e-05,3.31733e-05,3.31733e-05
