epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,4073.57,0.73506,0.61684,1.1977,0.90972,0.79269,0.87611,0.71313,0.68517,0.58389,1.15563,0.000511769,0.000511769,0.000511769
72,4131,0.71756,0.6026,1.18237,0.89143,0.78324,0.86965,0.72086,0.65931,0.5735,1.14465,0.000495266,0.000495266,0.000495266
73,4188.36,0.72079,0.61095,1.18375,0.9128,0.78834,0.87367,0.7182,0.67949,0.57928,1.15251,0.000478762,0.000478762,0.000478762
74,4245.8,0.71921,0.60408,1.1816,0.91363,0.79143,0.87493,0.71369,0.68818,0.56718,1.15845,0.000462259,0.000462259,0.000462259
75,4303.16,0.71612,0.60546,1.1834,0.89312,0.80421,0.87467,0.72193,0.67488,0.5547,1.14461,0.000445756,0.000445756,0.000445756
76,4360.8,0.71019,0.59333,1.1725,0.8993,0.80048,0.87847,0.72233,0.66687,0.57277,1.13462,0.000429253,0.000429253,0.000429253
77,4418.32,0.70369,0.59432,1.17095,0.89923,0.80913,0.87647,0.7231,0.66594,0.55831,1.13813,0.000412749,0.000412749,0.000412749
78,4475.81,0.71016,0.59408,1.17579,0.87438,0.82687,0.87664,0.71957,0.67165,0.56249,1.14144,0.000396246,0.000396246,0.000396246
79,4533.14,0.70202,0.58394,1.17112,0.89987,0.80215,0.87413,0.72376,0.65555,0.55469,1.13568,0.000379743,0.000379743,0.000379743
80,4590.51,0.70025,0.59165,1.17385,0.88092,0.8098,0.87272,0.72222,0.65742,0.56739,1.13302,0.000363239,0.000363239,0.000363239
81,4647.93,0.69811,0.57624,1.16344,0.90528,0.80806,0.87533,0.71954,0.67233,0.55915,1.14194,0.000346736,0.000346736,0.000346736
82,4705.24,0.68812,0.57247,1.16081,0.89144,0.80701,0.87376,0.72216,0.66466,0.55431,1.1375,0.000330233,0.000330233,0.000330233
83,4762.59,0.68248,0.56378,1.15737,0.88834,0.80758,0.87388,0.7282,0.65131,0.55317,1.13218,0.000313729,0.000313729,0.000313729
84,4820.08,0.67884,0.55734,1.15804,0.89913,0.80604,0.8724,0.72636,0.6506,0.55697,1.13142,0.000297226,0.000297226,0.000297226
85,4877.64,0.67962,0.56284,1.15763,0.8881,0.81699,0.87538,0.73192,0.64813,0.5535,1.13228,0.000280723,0.000280723,0.000280723
86,4935.14,0.67293,0.56247,1.14922,0.88503,0.81771,0.87033,0.72179,0.66182,0.55659,1.14469,0.00026422,0.00026422,0.00026422
87,4992.37,0.67059,0.56628,1.15867,0.90299,0.80272,0.86944,0.72311,0.64983,0.56144,1.13541,0.000247716,0.000247716,0.000247716
88,5049.6,0.67033,0.55618,1.151,0.90714,0.80141,0.86747,0.72627,0.64496,0.55274,1.12729,0.000231213,0.000231213,0.000231213
89,5106.95,0.66433,0.55394,1.14671,0.90799,0.80423,0.87498,0.72857,0.64594,0.55593,1.12561,0.00021471,0.00021471,0.00021471
90,5164.29,0.65896,0.5404,1.13998,0.90069,0.81854,0.87625,0.73011,0.64531,0.54614,1.12606,0.000198206,0.000198206,0.000198206
91,5241.49,0.53285,0.39321,1.06129,0.9091,0.80716,0.87704,0.73103,0.63815,0.54923,1.11943,0.000181703,0.000181703,0.000181703
92,5298.76,0.52396,0.37093,1.05275,0.90958,0.80214,0.87308,0.7304,0.63942,0.55151,1.12846,0.0001652,0.0001652,0.0001652
93,5356.1,0.51262,0.36387,1.04791,0.90682,0.80962,0.87668,0.73619,0.64044,0.54915,1.12921,0.000148696,0.000148696,0.000148696
94,5413.41,0.5051,0.35894,1.04103,0.88157,0.82814,0.875,0.73403,0.63773,0.5473,1.12961,0.000132193,0.000132193,0.000132193
95,5470.66,0.50272,0.35485,1.04163,0.886,0.82694,0.87508,0.73197,0.63656,0.5517,1.12931,0.00011569,0.00011569,0.00011569
96,5528.03,0.48996,0.34863,1.02752,0.8866,0.82386,0.87587,0.73311,0.63777,0.54797,1.13518,9.91865e-05,9.91865e-05,9.91865e-05
97,5585.41,0.49089,0.34277,1.02238,0.904,0.81032,0.87806,0.73554,0.63525,0.54359,1.12967,8.26832e-05,8.26832e-05,8.26832e-05
98,5642.86,0.48719,0.33606,1.02303,0.89993,0.80973,0.87269,0.7357,0.63394,0.54473,1.12924,6.61799e-05,6.61799e-05,6.61799e-05
99,5700.29,0.47781,0.33285,1.01589,0.89228,0.82077,0.87219,0.73408,0.63065,0.54815,1.13099,4.96766e-05,4.96766e-05,4.96766e-05
100,5757.57,0.47488,0.33029,1.01348,0.89799,0.81495,0.87305,0.7336,0.63185,0.54613,1.13056,3.31733e-05,3.31733e-05,3.31733e-05
